localidad,edad,sexo,causa_inicio,causa_persistencia,consume_cigarrillo,consume_basuco,consume_marihuana,consume_alcohol,consume_inhalantes,consume_pepas,consume_cocaina,consume_heroina,causa_inicio_texto,causa_persistencia_texto
Santa Fe,53,Hombre,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,32,Mujer,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,43,Hombre,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Santa Fe,21,Hombre,9.0,5.0,Sí,No,Sí,Sí,No,Sí,Sí,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,37,Hombre,1.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Santa Fe,59,Hombre,9.0,6.0,Sí,No,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Conflictos o dificultades familiares
Santa Fe,54,Mujer,3.0,5.0,No,No,No,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,20,Hombre,1.0,11.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,59,Hombre,5.0,1.0,Sí,Sí,No,Sí,Sí,Sí,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,28,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,63,Mujer,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,39,Hombre,,,Sí,No,No,Sí,No,No,No,No,,
Santa Fe,29,Hombre,1.0,6.0,Sí,Sí,Sí,No,No,Sí,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
La Candelaria,33,Hombre,3.0,5.0,No,No,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,38,Mujer,1.0,2.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,49,Hombre,,,,,,,,,,,,
Santa Fe,41,Hombre,1.0,5.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Santa Fe,41,Hombre,8.0,2.0,Sí,No,No,No,No,No,No,No,Por decisión propia,Por decisión propia
Santa Fe,40,Mujer,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,48,Hombre,5.0,1.0,No,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,29,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,40,Hombre,9.0,2.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Santa Fe,27,Hombre,1.0,1.0,Sí,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,46,Hombre,8.0,1.0,No,No,Sí,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Santa Fe,28,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,35,Mujer,9.0,1.0,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Santa Fe,26,Hombre,1.0,11.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,51,Hombre,1.0,2.0,No,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,43,Mujer,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,44,Mujer,1.0,1.0,No,No,No,Sí,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,41,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,28,Hombre,1.0,1.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,35,Hombre,5.0,1.0,No,Sí,No,No,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,22,Hombre,1.0,1.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,28,Hombre,9.0,12.0,No,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Otra
Santa Fe,,,,,,,,,,,,,,
Santa Fe,38,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,30,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,25,Mujer,3.0,5.0,Sí,No,Sí,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,42,Hombre,5.0,1.0,No,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,24,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,29,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,46,Hombre,1.0,1.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,36,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,38,Hombre,3.0,1.0,Sí,Sí,Sí,No,No,No,Sí,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
Santa Fe,35,Hombre,5.0,1.0,Sí,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,41,Hombre,9.0,2.0,Sí,No,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Santa Fe,,,,,,,,,,,,,,
Santa Fe,,,,,,,,,,,,,,
Santa Fe,58,Hombre,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,,,,,,,,,,,,,,
Santa Fe,45,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,50,Hombre,9.0,2.0,No,Sí,Sí,Sí,Sí,Sí,No,No,Pérdida de redes de apoyo,Por decisión propia
Santa Fe,28,Hombre,1.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,50,Hombre,3.0,2.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Santa Fe,75 años o más,Hombre,1.0,6.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Santa Fe,68,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,Sí,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,48,Hombre,12.0,12.0,Sí,Sí,No,No,No,No,No,No,Otra,Otra
Santa Fe,64,Hombre,1.0,2.0,Sí,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,35,Hombre,11.0,2.0,Sí,No,Sí,Sí,No,No,Sí,No,Por ser víctima o desplazado del conflicto armado,Por decisión propia
Santa Fe,48,Hombre,1.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,33,Hombre,5.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,43,Hombre,1.0,2.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,38,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,51,Hombre,3.0,11.0,Sí,No,No,Sí,No,No,Sí,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
Santa Fe,52,Hombre,1.0,2.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,57,Hombre,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,46,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,43,Hombre,5.0,2.0,Sí,Sí,No,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,65,Hombre,1.0,2.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,44,Hombre,1.0,6.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Santa Fe,49,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,28,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,42,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,59,Mujer,3.0,5.0,No,Sí,No,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,33,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,40,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,48,Hombre,5.0,2.0,No,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,38,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,41,Mujer,3.0,2.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Santa Fe,29,Hombre,9.0,1.0,Sí,Sí,Sí,No,Sí,Sí,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Santa Fe,75 años o más,Hombre,3.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,32,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,56,Hombre,8.0,2.0,No,No,No,No,No,No,No,No,Por decisión propia,Por decisión propia
Santa Fe,53,Hombre,8.0,10.0,Sí,Sí,No,No,No,No,No,No,Por decisión propia,Por discriminación
Santa Fe,,,,,,,,,,,,,,
Santa Fe,53,Hombre,12.0,2.0,Sí,Sí,Sí,No,No,No,Sí,No,Otra,Por decisión propia
Santa Fe,27,Hombre,3.0,5.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,36,Hombre,5.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,,,,,,,,,,,,,,
Santa Fe,58,Hombre,1.0,11.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,31,Hombre,3.0,2.0,No,No,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
Santa Fe,52,Hombre,1.0,5.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Santa Fe,41,Mujer,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,44,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,,,,,,,,,,,,,,
La Candelaria,65,Mujer,2.0,2.0,No,No,No,No,No,No,No,No,Un problema de salud físico o mental,Por decisión propia
Santa Fe,57,Hombre,9.0,10.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Por discriminación
Santa Fe,,,,,,,,,,,,,,
Santa Fe,40,Hombre,1.0,1.0,No,No,Sí,Sí,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,37,Hombre,3.0,1.0,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
Santa Fe,34,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,Sí,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,22,Mujer,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,,,,,,,,,,,,,,
Santa Fe,42,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,52,Hombre,1.0,11.0,Sí,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,26,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,37,Hombre,1.0,2.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,42,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,,,,,,,,,,,,,,
Santa Fe,42,Mujer,1.0,1.0,Sí,Sí,Sí,No,Sí,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,25,Mujer,9.0,1.0,No,No,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Santa Fe,30,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,61,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,52,Hombre,3.0,2.0,Sí,Sí,No,No,Sí,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
Santa Fe,,,,,,,,,,,,,,
Santa Fe,34,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,63,Hombre,1.0,12.0,No,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
Santa Fe,24,Hombre,5.0,2.0,Sí,No,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,56,Hombre,8.0,11.0,,,,,,,,,Por decisión propia,Ausencia de redes de apoyo adecuadas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,49,Hombre,8.0,6.0,No,No,No,No,No,No,No,No,Por decisión propia,Conflictos o dificultades familiares
Santa Fe,28,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,,,,,,,,,,,,,,
Santa Fe,47,Hombre,5.0,1.0,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,49,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,27,Mujer,8.0,2.0,Sí,Sí,Sí,No,Sí,Sí,No,No,Por decisión propia,Por decisión propia
Santa Fe,20,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,29,Hombre,12.0,12.0,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Otra,Otra
Santa Fe,55,Hombre,5.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,65,Hombre,9.0,5.0,No,No,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,64,Hombre,3.0,11.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
Santa Fe,52,Mujer,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,62,Hombre,9.0,8.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Siempre ha sido persona habitante de calle
Santa Fe,38,Hombre,8.0,1.0,Sí,No,No,No,Sí,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Santa Fe,44,Hombre,1.0,5.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Santa Fe,22,Hombre,3.0,5.0,Sí,Sí,Sí,No,No,Sí,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Santa Fe,54,Hombre,12.0,12.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Otra
Santa Fe,40,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,75 años o más,Hombre,5.0,5.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
Santa Fe,39,Hombre,9.0,2.0,No,Sí,No,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Santa Fe,34,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,32,Hombre,2.0,11.0,Sí,Sí,Sí,Sí,No,No,No,No,Un problema de salud físico o mental,Ausencia de redes de apoyo adecuadas
La Candelaria,58,Mujer,3.0,11.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
La Candelaria,44,Hombre,12.0,5.0,Sí,Sí,Sí,No,Sí,No,No,No,Otra,Falta de trabajo
La Candelaria,32,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Consumo de sustancias psicoactivas,Por decisión propia
La Candelaria,62,Hombre,11.0,5.0,No,Sí,Sí,Sí,No,No,Sí,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
Santa Fe,65,Hombre,9.0,5.0,Sí,No,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,29,Hombre,1.0,1.0,Sí,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,33,Hombre,8.0,1.0,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Por decisión propia,Consumo de sustancias psicoactivas
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,26,Hombre,1.0,3.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Amenaza o riesgo para su vida o integridad física
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,41,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
La Candelaria,62,Hombre,1.0,12.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
La Candelaria,,,,,,,,,,,,,,
La Candelaria,45,Hombre,11.0,5.0,No,No,No,No,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
La Candelaria,24,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
La Candelaria,,,,,,,,,,,,,,
La Candelaria,45,Hombre,5.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,35,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
La Candelaria,43,Hombre,1.0,1.0,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
La Candelaria,50,Hombre,1.0,11.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
La Candelaria,63,Hombre,12.0,11.0,Sí,Sí,No,No,No,No,No,No,Otra,Ausencia de redes de apoyo adecuadas
La Candelaria,,,,,,,,,,,,,,
La Candelaria,45,Hombre,3.0,5.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
La Candelaria,,,,,,,,,,,,,,
La Candelaria,66,Hombre,3.0,2.0,Sí,Sí,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
La Candelaria,65,Mujer,9.0,6.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Conflictos o dificultades familiares
La Candelaria,47,Mujer,11.0,5.0,Sí,Sí,Sí,Sí,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
La Candelaria,65,Mujer,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,,,,,,,,,,,,,,
La Candelaria,75 años o más,Hombre,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,54,Mujer,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
La Candelaria,67,Mujer,1.0,3.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Amenaza o riesgo para su vida o integridad física
La Candelaria,28,Hombre,,,,,,,,,,,,
Santa Fe,63,Hombre,5.0,1.0,,,,,,,,,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,49,Hombre,1.0,8.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Siempre ha sido persona habitante de calle
La Candelaria,43,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
La Candelaria,54,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
La Candelaria,44,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
La Candelaria,59,Hombre,12.0,8.0,Sí,No,No,Sí,No,No,No,No,Otra,Siempre ha sido persona habitante de calle
La Candelaria,75 años o más,Hombre,11.0,5.0,No,No,No,No,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
La Candelaria,64,Hombre,9.0,5.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,39,Hombre,3.0,1.0,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
