DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8;P9R;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23S1R;P24;P25;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
101245;1;11;11001;1;16;2;1;51;1;3;1;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;10;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;3;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101246;1;11;11001;1;16;2;1;34;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;15;10;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101247;1;11;11001;1;16;2;1;37;1;3;2;1;3;2;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;1;0;10;8;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1
101248;1;11;11001;1;16;2;1;36;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4;2;10;1;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;11; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101249;1;11;11001;1;16;2;1;60;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2; ; ;1; ; ;1;7;36;10;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;2;13;4;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101250;1;11;11001;1;16;2;1;49;2;3;2;1;3;2;4;4;3;4;3;3;4;2;4;1; ; ; ; ; ; ; ; ; ;1;2;1;1;1;2;2;2;1;1; ; ; ;1;5;5;10;8;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101251;1;11;11001;1;16;2;1;55;2;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1;1; ; ; ; ; ; ; ; ; ;3;1;2;2;2;2;2; ; ; ; ; ;2;7;9;10;6;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;2;2;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101252;1;11;11001;1;16;2;1;32;1;3;1;1;3;2;4;4;3;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;5;10;2;1;1;1;2;2;2;3;1;1;1;1;1;1;1;1;1;4;1;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101253;1;11;11001;1;16;2;1;46;2;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2; ; ; ; ;1;1;19;10;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;13; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;1;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101254;1;11;11001;1;16;2;1;34;1;3;1;1;3;1;4;4;2;4;4;2;4;4;4;1;1; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;7;1;10;3;1;2;1;2;2;2;3;1;1;1;1;1;1;1;1;2;2;5;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101255;1;11;11001;1;16;2;1;48;1;3;1;1;3;2;4;4;3;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;7;1;10;3;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;16; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101256;1;11;11001;1;16;2;1;34;1;3;2;1;3;2;4;4;3;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2;2; ; ; ; ; ;2;1;10;10;1;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101257;1;11;11001;1;16;2;1;38;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;24;10;3;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;22; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101258;1;11;11001;1;16;2;1;37;1;3;2;1;3;2;3;4;4;2;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;12;10;3;1;2;1;2;1;2;3; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;25; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101259;1;11;11001;1;16;2;1;40;1;3;2;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;22;10;5;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;4;1;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101260;1;11;11001;1;16;2;1;38;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;0;10;2;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;17; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101261;1;11;11001;1;16;2;1;59;1;3;2;1;3;2;4;4;3;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;50;10;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;9;1;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101262;1;11;11001;1;16;2;1;43;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;3;10;3;2;2;1;1;2;2;3; ;1;1;1;1;1;1; ;1;3;9;1;2;1;2;2;2;2;2;2;16; ;20; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101263;1;11;11001;1;16;2;1;39;1;3;1;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;8;3;10;3;1;2;2;2;2;2;1; ; ; ;1; ; ; ; ;1;2;9;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;1;2;2; ; ; ; ; ; ; ; ; ;1
101264;1;11;11001;1;16;2;1;37;1;3;2;1;3;2;3;2;3;4;4;3;4;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;4;6;10;3;2;1;1;2;2;1;6;1; ; ;1; ; ; ; ;1;2;5;1;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101265;1;11;11001;1;16;2;1;60;1;3;2;1;3;2;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10;20;10;9;2;1;1;2;2;2;3; ;1;1;1;1; ;1;1;1;5;2;1;2;2;2;2;2;2;2;2;16; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101266;1;11;11001;1;16;2;1;41;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;18;10;3;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;4;1;2;2;2;2;2;2;2;2;13; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101267;1;11;11001;1;16;2;1;42;2;3;1;1;3;2;4;4;4;4;4;2;4;3;4;1; ; ; ; ; ; ;1; ; ; ;3;1;2;2;2;1;1; ; ; ;1;1;1;11;23;9;5;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;2;4;1;2;1;2;2;1;2;2;2;14; ;14; ; ;19; ; ; ;1;4;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101268;1;11;11001;1;16;2;1;49;1;3;2;1;3;2;4;4;2;3;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2; ; ;2;1;7;10;10;8;2;2;1;2;2;2;3; ;1;1;1; ;1;1;1;1;5;3;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;1;1;2;1;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
101269;1;11;11001;1;16;2;1;62;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;9;57;7;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;1;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101270;1;11;11001;1;16;2;1;36;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;12;10;5;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;18; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101271;1;11;11001;1;16;2;1;36;1;3;1;1;3;1;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;5;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101272;1;11;11001;1;16;2;1;50;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;5;1;9;2;2;1;2;2;2;3; ;1;1;1; ;1;1;1;1;3;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101273;1;11;11001;1;16;2;1;46;1;3;1;1;3;2;4;4;4;3;4;4;3;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;40;10;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101274;1;11;11001;1;16;2;1;60;1;3;2;1;3;2;4;4;4;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;25;10;3;1;1;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;5;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101275;1;11;11001;1;16;2;1;39;2;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;1;10;1;1;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;2;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101276;1;11;11001;1;16;2;1;31;1;3;2;1;3;2;4;4;4;1;4;4;3;4;4;1; ; ; ; ; ; ; ;1; ; ;4; ;2;2;2;2;2; ; ; ; ; ;2;7;13;10;3;2;2;1;2;2;2;3; ;1;1;1;1;1; ; ;1;3;9;1;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101277;1;11;11001;1;16;2;1;64;1;3;2;1;3;1;4;4;3;1;4;4;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;3;0;4;9;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;2;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101278;1;11;11001;1;16;2;1;35;1;3;1;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;13;10;3;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101279;1;11;11001;1;16;2;1;38;1;3;2;1;3;2;4;4;4;4;3;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;7;5;10;9;2;2;1;2;2;2;3;1;1;1; ;1;1;1;1;1;4;3;1;2;2;2;2;2;2;2;2;9; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101280;1;11;11001;1;16;2;1;55;1;3;2;1;3;2;4;4;2;4;4;4;4;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;32;10;6;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;2;13;7;1;2;2;2;2;2;2;2;2;19; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;1;1;2;2;1;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101281;1;11;11001;1;16;2;1;48;1;3;1;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;30;10;1;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101282;1;11;11001;1;16;2;1;47;1;3;2;1;3;1;4;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;25;1;1;1;2;2;2;2;2;1;1; ; ;1; ; ; ; ;1;3;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101283;1;11;11001;1;16;2;1;32;2;3;1;1;3;2;4;4;2;3;3;4;4;4;4;1; ; ;1; ; ; ; ;1; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;5;1;10;6;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;4;1;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;1;2;2;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
101284;1;11;11001;1;16;2;1;42;1;3;1;1;3;2;4;4;4;3;4;3;4;4;4;1; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2;2; ; ; ; ; ;1;1;20;1;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;4;3;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
101285;1;11;11001;1;16;2;1;44;1;3;2;1;3;2;4;4;2;4;4;3;4;4;4;1; ; ; ; ; ;1; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;4;30;7;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;4;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101286;1;11;11001;1;10;2;1;43;1;3;2;1;3;2;3;4;2;3;4;3;4;4;4;1; ; ; ; ; ; ;1; ; ; ;3;1;2;2;2;2;1; ; ; ; ;1;1;1;4;10;9;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;3;9;1;1;2;2;2;2;2;2;2;19;19; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101287;1;11;11001;1;10;2;1;28;1;3;1;1;3;1;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;1;10;2;1;2;1;2;2;2;3; ;1; ;1; ;1; ; ;1;4;9;1;2;2;2;2;2;2;2;2;28; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;1;1;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101288;1;11;11001;1;10;2;1;39;1;3;2;1;3;1;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;3;10;1;2;2;1;2;2;2;3; ;1;1;1; ;1;1;1;1;2;9;1;2;2;2;2;2;2;2;2;30; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101289;1;11;11001;1;10;2;1;33;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2;9;10;2;1;1;1;2;2;2;3; ;1;1;1;1;1;1;1;1;4;5;1;2;2;2;2;2;2;2;2;9; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101290;1;11;11001;1;10;2;1;44;2;3;1;1;3;1;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;1;22;10;8;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;9;1;2;2;2;2;2;2;2;2;23; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101291;1;11;11001;1;10;2;1;38;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;25;10;5;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101292;1;11;11001;1;10;2;1;59;1;3;2;1;3;2;4;4;4;3;3;4;4;4;4;1; ; ; ; ;1; ; ; ; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;5;40;10;3;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;9;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101293;1;11;11001;1;10;2;1;38;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;5;0;1;2;2;2;1;2;2;2;3; ;1;1;1;1;1; ;1;1;5;9;1;2;2;2;2;2;2;2;2;18; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101294;1;11;11001;1;10;2;1;34;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;2;1;2;2;2;2;2; ; ; ; ; ;2;2;1;10;3;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;3;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101295;1;11;11001;1;10;2;1;29;1;3;1;1;3;2;4;4;3;4;4;3;4;4;3;1; ; ; ; ; ; ;1; ; ; ;2;1;2;2;2;2;2; ; ; ; ; ;1;1;8;1;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;13; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101296;1;11;11001;1;10;2;1;32;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;1;24;11;1;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;13;9;1;2;2;2;2;2;2;2;2;8; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101297;1;11;11001;1;10;2;1;39;1;3;1;1;3;2;4;4;4;2;3;4;4;4;2;1; ; ; ; ; ;1; ; ; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;4;24;1;3;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;2;13;1;1;2;2;2;2;2;2;2;2;8; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
