DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8;P9R;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23S1R;P24;P25;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
109716;2;11;11001;1;14;1;1;35;2;1;1;1;2;2;4;4;4;3;3;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2;27;2;5;2;1;1;2;1;2;3; ;1;1; ; ; ;1;1;2;13;6;1;2;1;2;2;1;2;2;1;13; ;13; ; ;13; ; ;13;6;2;1;2; ; ; ; ; ; ; ;1;2;2;1;2;2;2;1;2;2;1;2;1;1; ; ; ; ; ; ; ; ; ;1
109717;2;11;11001;1;19;1;1;41;1;3;1;1;1;2;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4;7;2;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;2;2;2;1;2;2;2;18; ; ; ; ;34; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109718;1;11;11001;1;8;2;1;33;1;5;1;1;1;2;4;4;3;4;2;4;4;4;4;1;1; ; ; ; ; ; ; ; ; ;10; ;2;2;2;2;2; ; ; ; ; ;1;1;20;2;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;1;2;1;1;2;1;2;2;2;7; ;10;8; ;14; ; ; ;4;1;2; ; ; ; ; ; ; ; ; ;1;2;1;1;2;2;1;1;2;1;1;2;1; ; ; ; ; ; ; ; ; ;1
109719;1;11;11001;1;8;2;1;53;1;3;1;1;1;2;4;4;3;3;3;4;4;4;3;1; ; ; ; ; ; ; ;1; ;1;3;1;1;1;2;2;2;2;1; ; ; ;1;5;3;4;9;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ;1;3;1;2;1;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109720;1;11;11001;1;8;2;1;43;1;3;1;1;1;2;4;4;4;4;4;3;4;3;4;1; ; ; ; ; ; ; ; ;1; ;11; ;2;1;2;2;2; ;1; ; ; ;1;7;40;4;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;1;2;2;2;2;2;2;2; ;22; ; ; ; ; ; ; ;2; ;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;1
109721;1;11;11001;1;8;2;1;37;1;3;1;1;1;2;4;3;2;2;3;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2;24;1;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4;1;1;1;2;1;1;2;2;1;13;12;12; ;15;12; ; ;12;6;1;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
109722;1;11;11001;1;8;2;1;53;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;1; ; ; ; ;1;1; ; ; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;7;20;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;2;2;2;1;2;2;2;22; ; ; ; ;30; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109723;1;11;11001;1;8;1;1;36;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;2;2;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;2;2;1;2;1;2;2;2; ; ; ;15; ;28; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109724;1;11;11001;1;8;1;1;67;1;3;1;1;1;2;4;4;3;4;4;4;4;2;3;1; ; ;1; ;1;1; ; ; ; ;11; ;1;2;2;2;2;2; ; ; ; ;1;7;35;7;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109725;1;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;60; ; ; ; ;1; ; ;1
109726;1;11;11001;1;8;2;1;58;1;3;2;1;1;2;3;3;3;4;3;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;3;7;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;1;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ;2; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109727;1;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;56;1; ;1; ; ; ; ;1
109728;1;11;11001;1;8;1;1;32;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;12;1;5;1;1;1;2;1;2;1;1;1; ; ;1; ; ;1;1;2;4;1;1;1;1;2;1;2;2;2;5;10;12;14; ;12; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109729;1;11;11001;1;8;2;1;34;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;10;1;1;2;2;1;2;2;2;3; ;1;1;1; ; ; ;1;1;3;1;1;1;1;2;1;1;2;2;2;12;15;12; ;15;18; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109730;1;11;11001;1;8;1;1;70;1;3;2;1;1;2;3;4;3;4;4;4;4;4;3;1; ; ; ; ; ;1; ; ; ; ;9; ;2;2;2;2;2; ; ; ; ; ;2;11;1;4;9;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ;1;3;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109731;1;11;11001;1;8;1;1;25;1;3;2;1;1;2;4;3;4;4;4;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1;15;3;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;13;5;1;2;1;2;1;1;2;2;1;12; ;12; ;12;14; ; ;5;6;2;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109732;1;11;11001;1;8;1;1;20;1;1;2;1;1;1;4;4;3;4;4;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;2;2;1;1;1;2;2;2;2;1;1;1; ; ; ; ; ; ;1;4;4;1;2;1;2;2;1;2;2;2;16; ;17; ; ;17; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
109733;1;11;11001;1;14;2;1;32;1;3;1;1;3;2;4;3;4;4;4;3;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;16;1;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;4;1;1;1;2;2;1;2;2;2;13;14;15; ; ;18; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109734;1;11;11001;1;14;2;1;34;1;3;1;1;3;2;4;4;4;4;3;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;6;5;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109735;1;11;11001;1;14;2;1;30;1;3;1;1;3;2;3;4;4;3;3;4;4;3;4;1; ; ; ; ; ; ; ; ; ;1;11; ;2;2;2;2;2; ; ; ; ; ;1;7;5;4;1;2;2;1;2;2;2;3;1;1;1; ;1; ; ;1;1;4;2;1;2;1;2;2;2;2;2;2;19; ;20; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109736;1;11;11001;1;14;2;1;30;1;3;2;1;1;2;4;4;2;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ;1; ;1;2;2;2;2;2;2; ; ; ; ; ;2;5;25;5;5;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;4;5;1;2;1;2;2;2;2;2;2;7; ;8; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109737;1;11;11001;1;14;2;1;49;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;44;8;1;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;6;7;1;2;1;2;2;2;2;2;2;8; ;6; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109738;1;11;11001;1;14;2;1;38;1;3;1;1;2;2;4;4;4;3;4;4;3;3;4;1; ; ; ; ; ; ; ; ; ;1;11; ;2;2;2;2;2; ; ; ; ; ;1;1;15;1;9;2;2;1;2;2;2;3;1;1;1; ;1; ; ;1;1;3;3;2;2;1;2;2;1;2;2;2; ; ;18; ; ;25; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109739;1;11;11001;1;14;2;1;28;1;3;1;1;3;2;4;4;4;3;3;4;4;4;2;1; ;1; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;1;7;9;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;4;2;1;2;2;2;1;2;2;1; ;15; ; ; ;22; ; ;22;2;2;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109740;1;11;11001;1;14;2;1;54;1;3;2;1;3;2;4;4;3;3;4;3;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;25;4;9;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;4;2;1;1;2;2;2;2;2;2;2;15;15; ; ; ; ; ; ; ;2; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109741;1;11;11001;1;14;1;1;29;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;6;4;5;1;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;3;5;1;1;1;2;2;1;2;2;2;14;14;14; ; ;20; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
109742;1;11;11001;1;14;2;1;54;1;3;1;1;3;2;4;4;3;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;30;4;3;2;2;1;2;2;2;3; ;1;1;1; ; ; ;1;1;4;4;1;2;1;2;2;1;2;2;2;13; ;40; ; ;20; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109743;1;11;11001;1;14;2;1;35;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;9;1;3;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;4;2;2;1;2;2;1;2;2;2; ; ;19; ; ;5; ; ; ;3;2;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109744;1;11;11001;1;14;2;1;49;1;3;2;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2;31;1;1;1;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;3;5;2;2;1;2;2;1;2;2;2; ; ;34; ; ;19; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109745;1;11;11001;1;14;2;1;35;1;5;2;1;1;1;2;4;4;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2;22;5;9;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;2;13;5;1;1;1;1;2;1;2;1;1;13;30;15;18; ;30; ;16;20;3;3;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1;2;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
109746;1;11;11001;1;14;2;1;32;2;3;2;1;3;2;4;3;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1;17;1;3;2;2;1;2;2;2;3; ;1;1;1;1;1; ;1;1;2;5;2;2;1;2;2;1;2;2;2; ; ;14; ; ;22; ; ; ;3;4;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109747;1;11;11001;1;14;2;1;53;1;3;1;1;3;2;4;4;3;4;3;3;4;4;4;1; ;1; ; ; ; ; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;7;40;4;9;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;2;5;1;1;1;2;2;1;2;2;1;10;20;10; ; ;15; ; ;15;6;2;1;1; ; ; ; ; ; ; ; ;1;2;1;2;1;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109748;1;11;11001;1;14;2;1;40;2;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;7;12;5;6;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;15; ;13; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
109749;1;11;11001;1;14;2;1;28;1;3;2;1;3;1;3;3;3;4;4;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2;15;1;9;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;3;4;2;2;1;2;2;1;2;2;2; ; ;15; ; ;15; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109750;2;11;11001;1;14;1;1;28;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;2;1;1;2;2;2;2;1;2;5; ;1;1; ; ; ; ; ;1;4;2;1;1;1;2;2;1;2;2;1;11;13;12; ; ;14; ; ;14;6;2;1;2; ; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109751;2;11;11001;1;14;1;1;51;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;1;2;2;1;2;2;2; ;2; ; ; ;1;11;10;2;2;1;2;2;2;2;2;1; ; ;1;1;1;1;1;1;1;4;5;1;1;1;1;2;1;2;2;2;18;18;18;18; ;19; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;1;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109752;2;11;11001;1;14;1;1;45;1;3;2;1;1;2;4;4;3;4;4;4;4;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;1;2;2;1;2;2;2;14; ;17; ; ;20; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109753;2;11;11001;1;14;1;1;37;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;18;4;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;2;2;1;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109754;2;11;11001;1;14;1;1;50;1;3;2;1;2;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2;2; ; ; ; ; ;1;7;5;4;7;1;1;1;2;1;2;5;1;1;1;1;1;1;1;1;1;6;9;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ;18;9; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109755;2;11;11001;1;14;1;1;54;1;3;1;1;1;2;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;47;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109756;2;11;11001;1;14;1;1;50;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;4;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4;2;1;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109757;2;11;11001;1;14;1;1;57;1;5;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;20;7;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;1;1;1;1;1;1;2;1;1;12;20;12;12;20;20; ;20;20;3;4;1;2; ; ; ; ;1; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109758;2;11;11001;1;14;1;1;68;2;3;2;1;1;2;4;4;2;2;3;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;10;4;6;2;2;1;2;2;2;3;1; ; ; ; ; ;1; ;1;2;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109759;2;11;11001;1;14;1;1;52;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ;1; ;11; ;2;2;2;2;2; ; ; ; ; ;2;1;36;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;1;1;2;2;2;2;1;2;2;2;11; ; ; ; ;16; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109760;2;11;11001;1;14;1;1;25;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;5;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;1;2;1;2;2;2;2;2;2;8; ;16; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109761;2;11;11001;1;14;1;1;83;1;3;1;1;1;2;3;3;3;3;3;3;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1;1;2;2;2;2;1;2;2;2;12; ; ; ; ;18; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
109762;2;11;11001;1;14;1;1;42;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;25;4;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ;1;4;3;1;1;1;2;2;2;2;2;2;10;15;10; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;1
109763;2;11;11001;1;14;1;1;50;1;3;1;1;2;2;4;4;4;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;38;10;5;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;1;2; ;11;13;17; ; ; ;14; ;4; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109764;2;11;11001;1;14;1;1;56;2;3;1;1;1;2;3;4;3;3;3;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;25;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4;1;1;2;2;2;1;2;2;2;13;17; ; ; ;17; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
109765;2;11;11001;1;14;1;1;39;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;13;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;1;1;2;2;1;2;2;2;12;13;13; ; ;18; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109766;2;11;11001;1;14;1;1;35;1;3;1;1;1;2;3;4;3;4;3;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;10;1;1;1;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;13;1;1;2;1;2;2;2;2;2;2;23; ;25; ; ; ; ; ; ;3; ;1;2; ; ;1; ; ; ; ; ;2;2;1;2;2;2;1;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109767;2;11;11001;1;14;1;1;44;2;3;1;1;1;2;4;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;12;1;6;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;13;9;1;1;1;1;2;2;2;2;2;12;13;12;11; ; ; ; ; ;2; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
109768;2;11;11001;1;14;1;1;57;1;3;2;1;1;2;4;3;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2; ; ; ; ;2;2;40;2;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;2;1;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ;2; ;1;2; ; ; ; ; ; ;1; ;2;2;2;2;2;2;2;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
